Vendor_ID,Invoice_Amount,Tax_Amount,Total_Amount,Processing_Days,Approval_Level,Approved_By,Vendor_Reliability_Score,Invoice_Frequency,Avg_Invoice_Amount,Deviation_From_Avg,Fraud_Flag,Credit_Period_Days,Is_Late_Payment,Payment_Status_Paid,Payment_Status_Pending,Payment_Status_Rejected,Transaction_Type_Credit,Transaction_Type_Credit Note,Transaction_Type_Debit Note,Transaction_Type_Invoice,Risk_Level,Binary_Risk_Flag
279,86180.0,10472.03,100090.66,11.0,1,1,5.0,32,47485,35.09,0,127,1,False,False,True,False,False,True,False,0,0
814,14700.0,1776.43,16946.52,8.0,1,0,2.0,42,19738,-48.13,0,-6,1,False,False,True,False,False,False,True,0,0
868,59966.0,5906.81,69529.14,23.0,1,0,4.0,21,20308,92.28,1,-113,1,False,False,True,False,False,False,True,1,0
625,15324.0,2252.19,17066.69,12.0,3,0,3.0,39,39395,-40.48,1,15,0,False,False,False,False,False,True,False,1,0
864,50334.0,15005.38,95474.91,15.0,2,1,1.0,47,137,25.85,0,-132,1,True,False,False,False,False,False,False,0,0
611,67271.0,4611.17,77100.16,5.0,3,2,9.0,26,23456,-47.52,1,17,1,False,False,True,False,True,False,False,1,0
618,61704.0,5331.21,65257.74,5.0,5,2,3.0,17,47094,17.89,1,76,0,False,False,False,True,False,False,False,1,0
89,0.0,9891.81,66092.17,14.0,4,0,2.0,36,17424,82.62,0,-153,0,False,True,False,True,False,False,False,0,0
823,63286.0,9019.16,67267.5,11.0,4,1,5.0,20,15588,71.76,0,-15,0,False,False,True,False,False,False,True,0,0
55,15668.0,1011.85,18367.66,16.0,5,0,5.0,16,22883,63.1,0,-122,0,False,True,False,False,False,False,False,0,0
654,35416.0,3335.87,39649.23,20.0,2,0,7.0,17,21671,56.23,0,-258,0,False,False,True,False,False,False,True,0,0
570,65396.0,3929.14,70772.94,2.0,4,3,7.0,5,13482,-31.15,1,-196,1,False,True,False,True,False,False,False,1,0
364,77358.0,13414.1,89613.78,21.0,1,0,7.0,30,1967,82.86,1,261,0,False,True,False,False,False,False,False,2,1
415,73604.0,5551.47,86282.63,0.0,4,2,7.0,46,27852,-29.17,0,207,0,False,False,True,True,False,False,False,0,0
671,27072.0,2993.86,30325.37,21.0,2,2,3.0,32,33480,9.85,0,263,0,False,False,False,False,False,False,True,0,0
229,99161.0,5832.71,106294.99,12.0,4,3,5.0,29,30485,-6.77,1,-215,1,False,False,False,False,False,False,True,2,1
852,54939.0,3863.86,58126.62,9.0,5,4,9.0,27,3186,43.44,0,-26,0,False,False,False,False,False,False,False,0,0
410,21301.0,2885.97,25088.56,1.0,1,0,5.0,31,11794,82.35,1,-113,0,True,False,False,False,False,True,False,1,0
86,35861.0,5038.59,38947.31,15.0,3,0,5.0,13,33941,91.2,1,-8,0,False,False,False,False,False,False,False,1,0
638,78549.0,7042.34,84158.35,30.0,4,2,2.0,24,39860,-5.28,0,332,0,False,False,True,False,False,False,True,0,0
124,30565.0,2167.29,33225.01,17.0,5,2,9.0,50,10860,-24.4,1,247,0,False,False,True,False,False,False,False,1,0
708,83367.0,14708.49,93542.36,1.0,4,2,5.0,38,5558,81.62,1,-72,0,False,False,True,False,True,False,False,2,1
48,87280.0,9136.79,94939.76,2.0,3,0,3.0,1,36467,98.77,0,122,1,False,False,True,False,False,False,True,0,0
188,12678.0,1020.85,14632.62,22.0,5,0,4.0,8,5356,-23.87,1,218,0,False,False,True,False,False,False,True,1,0
745,80997.0,6613.67,86577.4,18.0,5,0,2.0,6,45416,94.42,0,108,1,False,False,False,False,False,False,True,0,0
787,55374.0,9392.46,61263.52,0.0,5,1,99.0,17,21563,93.58,0,-114,1,False,False,True,False,True,False,False,0,0
107,50655.0,2913.07,57615.13,1.0,2,0,8.0,40,36585,74.24,0,300,0,False,True,False,False,True,False,False,0,0
675,53264.0,7821.19,62815.43,26.0,3,0,5.0,9,20500,-44.96,0,-15,0,False,False,False,False,False,True,False,0,0
613,45773.0,4492.06,53803.36,14.0,5,3,7.0,30,31771,93.16,0,-11,0,True,False,False,False,False,False,False,0,0
10,31715.0,4454.78,33326.96,1.0,4,0,6.0,6,33110,37.43,1,80,0,False,False,False,False,False,False,True,1,0
702,23960.0,2193.69,26137.12,11.0,5,1,6.0,47,32998,58.77,0,137,0,True,False,False,False,False,True,False,0,0
502,55806.0,5262.81,64620.2,21.0,5,1,4.0,44,31897,-17.41,0,-26,1,True,False,False,False,False,True,False,0,0
327,47955.0,6348.38,52405.33,22.0,3,1,6.0,15,9213,31.96,1,-32,0,False,False,True,False,True,False,False,1,0
879,40038.0,6119.54,43086.74,30.0,1,2,2.0,35,33398,59.66,1,226,1,False,False,False,True,False,False,False,1,0
0,1712.0,90.87,2007.75,15.0,5,1,2.0,38,7278,21.68,1,164,0,False,False,False,False,False,False,True,1,0
672,50719.0,5118.334999999999,53510.1,15.0,5,3,4.0,16,35216,19.05,0,-59,0,False,False,False,False,False,False,True,0,0
804,31172.0,3562.52,34953.35,21.0,3,1,10.0,15,36281,12.23,1,-34,1,False,False,False,False,False,False,False,1,0
271,50334.0,135.67,2517.95,19.0,1,1,2.0,38,45357,47.73,0,-52,0,False,True,False,False,False,True,False,0,0
372,66542.0,10491.58,72449.46,6.0,1,0,9.0,38,38478,13.93,1,-9,0,False,True,False,False,False,False,False,1,0
584,64672.0,5198.35,73942.77,17.0,1,0,10.0,47,43708,36.72,1,-26,1,False,False,True,False,False,False,False,1,0
315,50619.0,6190.06,55207.04,3.0,2,4,10.0,17,11882,90.18,1,-95,1,True,False,False,False,False,False,True,1,0
186,21444.0,1527.46,23276.33,18.0,1,1,5.0,34,41973,90.45,0,-164,1,False,False,True,False,False,True,False,0,0
350,29374.0,3866.0,33162.71,26.0,1,1,10.0,5,27220,77.14,1,-136,1,False,False,True,False,False,False,True,1,0
523,66218.0,9973.8,76273.04,10.0,2,1,6.0,3,16069,-41.95,0,-1,1,False,False,False,False,False,False,True,0,0
214,82435.0,14645.9,88972.37,14.0,4,0,9.0,41,1877,33.43,1,119,1,False,True,False,True,False,False,False,2,1
73,97808.0,6872.38,113539.38,27.0,5,0,8.0,11,34521,22.31,0,-107,1,False,False,False,True,False,False,False,0,0
676,50334.0,13802.15,84711.9,20.0,5,0,9.0,42,48332,-42.28,1,-130,0,True,False,False,False,False,False,True,2,1
329,45560.0,3397.97,49050.89,10.0,4,1,2.0,11,10112,-24.17,1,-254,1,False,False,True,False,False,False,True,1,0
670,65115.0,5413.35,68429.2,11.0,5,2,7.0,48,8705,58.12,1,163,0,False,False,True,False,False,False,True,1,0
851,3418.0,573.0,3794.54,22.0,5,0,6.0,13,12878,20.2,1,-294,1,False,False,True,False,False,False,False,1,0
253,56296.0,8475.92,64415.5,7.0,2,1,10.0,10,36200,26.96,0,26,1,False,False,True,False,False,False,True,0,0
670,77442.0,12082.83,83195.18,3.0,2,1,4.0,29,39505,32.89,1,-223,1,False,False,True,False,True,False,False,2,1
405,13184.0,2283.4,14122.31,29.0,2,0,10.0,22,1422,-5.35,0,314,0,False,False,True,False,True,False,False,0,0
536,17910.0,1885.89,20236.94,6.0,5,2,5.0,12,28837,35.66,1,-201,1,False,False,False,False,True,False,False,1,0
702,50334.0,6859.29,53291.49,18.0,2,0,10.0,42,2096,29.52,1,171,0,False,False,False,False,False,False,True,1,0
637,42775.0,2670.1,48807.26,7.0,5,0,10.0,11,47953,33.44,1,-142,0,False,True,False,False,True,False,False,1,0
701,50334.0,3916.33,44861.66,5.0,3,1,5.0,27,16391,84.01,0,12,0,False,False,True,False,False,True,False,0,0
307,31259.0,3573.05,34558.92,14.0,5,3,3.0,11,42253,-44.1,0,45,1,False,True,False,False,False,False,True,0,0
169,53271.0,6281.57,60467.32,12.0,5,3,8.0,30,21053,2.84,0,-153,1,True,False,False,False,False,True,False,0,0
36,50334.0,1085.42,12147.48,27.0,2,0,6.0,30,9733,13.88,1,52,1,False,False,True,False,False,False,True,1,0
453,49868.0,5349.82,53014.64,20.0,2,1,3.0,14,3619,-11.18,1,-234,1,False,False,False,False,False,False,True,1,0
840,13834.0,737.59,14986.41,3.0,5,1,8.0,45,12705,53.16,0,-48,0,False,True,False,False,True,False,False,0,0
486,67893.0,11127.49,74333.41,7.0,3,0,4.0,13,21073,-27.06,0,-7,1,True,False,False,False,False,False,True,0,0
75,77932.0,4459.41,84410.35,14.0,5,2,6.0,9,18127,89.31,1,105,0,False,False,True,False,False,False,False,2,1
395,24033.0,3489.71,27562.59,16.0,1,1,3.0,29,34986,-35.26,1,-280,1,False,False,False,False,False,False,True,1,0
777,48857.0,8073.11,56196.56,23.0,4,3,5.0,28,5665,42.09,1,13,0,False,False,True,True,False,False,False,1,0
464,75264.0,11711.71,86702.96,30.0,4,3,1.0,5,12161,63.41,1,-106,1,False,False,False,False,False,False,True,2,1
421,15057.0,2113.52,16229.51,7.0,1,0,7.0,8,5540,1.17,0,176,0,False,False,True,True,False,False,False,0,0
293,33556.0,3325.62,38591.22,15.0,1,0,10.0,7,45383,-16.85,0,-194,0,False,False,True,False,False,False,False,0,0
712,50063.0,3369.27,56225.65,0.0,3,1,2.0,13,9640,-10.77,0,-82,0,False,False,False,False,False,False,True,0,0
813,23373.0,2815.28,26506.55,9.0,2,0,8.0,11,17457,80.46,1,13,1,False,True,False,False,True,False,False,1,0
724,4479.0,501.78,5087.07,15.0,3,1,7.0,44,1343,59.83,1,-105,0,False,True,False,False,False,True,False,1,0
719,98680.0,15989.62,113554.33,15.0,1,1,3.0,33,19119,92.35,0,151,0,False,False,True,False,False,False,False,0,0
323,66166.0,6823.28,77522.98,25.0,2,1,3.0,11,47079,72.79,1,117,0,True,False,False,True,False,False,False,1,0
376,28351.0,2962.1,33165.1,23.0,3,0,2.0,17,4517,37.59,0,-28,1,False,False,True,True,False,False,False,0,0
655,59465.0,4475.95,63095.37,12.0,2,3,4.0,31,44857,-17.94,1,-239,1,False,True,False,False,False,False,True,1,0
807,96121.0,13682.0,109658.78,26.0,3,2,3.0,36,26488,25.18,0,-95,0,True,False,False,False,False,False,False,0,0
0,24508.0,3455.57,26966.26,21.0,2,0,10.0,2,9442,29.83,1,-22,1,False,False,False,False,True,False,False,1,0
65,45388.0,7445.51,51404.79,0.0,3,1,2.0,19,6773,-30.92,0,41,0,False,True,False,False,False,False,True,0,0
501,7571.0,1204.84,8787.47,-5.0,5,2,3.0,33,37607,-26.1,1,63,0,False,False,True,False,True,False,False,1,0
396,73987.0,12306.91,85356.83,21.0,3,1,4.0,16,28712,5.61,0,71,1,True,False,False,False,False,True,False,0,0
866,50334.0,65.6,479.47,27.0,4,0,9.0,18,38549,70.21,0,222,0,False,False,False,False,False,False,True,0,0
467,24001.0,3874.35,26661.66,6.0,2,3,9.0,20,36020,-46.6,0,324,0,False,False,True,False,False,False,True,0,0
86,32194.0,1978.88,37442.51,23.0,3,2,5.0,49,22760,50.74,0,-94,0,False,True,False,False,False,False,True,0,0
663,6459.0,397.86,6937.57,20.0,2,1,7.0,23,3153,84.04,0,-184,1,False,True,False,False,False,False,True,0,0
693,80462.0,11715.57,92604.21,12.0,3,2,4.0,11,29672,-26.98,0,91,0,False,False,False,False,False,False,True,0,0
465,44927.0,4924.43,52113.51,7.0,4,2,8.0,25,1079,-25.68,0,-7,0,False,False,True,False,False,False,True,0,0
283,78939.0,7904.83,86009.76,2.0,2,0,2.0,19,14551,89.26,1,21,1,False,False,False,False,False,False,True,2,1
144,61845.0,10714.13,72514.26,14.0,3,2,7.0,6,28354,32.12,1,98,1,True,False,False,False,False,False,True,1,0
802,44681.0,2744.31,47742.92,21.0,3,4,2.0,29,23912,83.97,0,-277,1,True,False,False,True,False,False,False,0,0
614,56898.0,8147.19,65826.4,8.0,4,0,7.0,35,2952,23.52,0,118,0,False,False,False,False,False,False,False,0,0
231,84909.0,9170.13,90548.82,2.0,3,0,4.0,10,36965,57.03,0,235,0,False,False,True,False,True,False,False,0,0
646,80919.0,7317.0,86481.57,22.0,3,2,7.0,38,49842,-48.33,0,32,0,False,False,True,False,False,False,True,0,0
808,0.0,5585.67,68142.29,28.0,3,1,9.0,49,40204,45.07,0,-86,1,False,False,True,False,False,False,True,0,0
332,82383.0,7361.88,88275.07,3.0,1,1,1.0,5,7540,96.45,0,175,1,False,False,True,False,False,False,True,0,0
678,11523.0,1107.09,13315.59,14.0,5,4,3.0,26,35037,32.38,0,26,0,True,False,False,False,False,False,False,0,0
40,82559.0,8507.17,92553.22,30.0,1,0,4.0,14,37479,74.14,0,116,0,False,True,False,False,False,False,True,0,0
658,67143.0,10359.36,78812.4,27.0,5,4,4.0,17,34728,10.86,0,-184,0,False,False,True,False,False,True,False,0,0
436,152304.125,2865.57,27997.05,11.0,1,1,8.0,9,28708,-27.42,0,124,1,False,False,True,False,False,False,True,0,0
319,80389.0,4847.67,85136.17,29.0,2,2,8.0,17,6458,0.1,1,-13,1,False,False,True,False,True,False,False,2,1
725,11203.0,1785.34,12684.23,8.0,3,0,7.0,34,44750,15.91,1,-154,1,False,False,True,False,False,False,True,1,0
188,59913.0,7132.79,64968.01,19.0,4,1,5.0,34,29987,32.65,0,212,0,False,False,True,False,False,True,False,0,0
225,37583.0,3628.72,41698.35,22.0,3,1,3.0,12,49845,88.99,1,31,0,False,False,False,False,False,False,True,1,0
629,61271.0,5067.46,72181.7,24.0,1,2,5.0,43,9011,-1.61,1,-67,0,False,False,False,False,False,False,False,1,0
882,77737.0,7867.08,81997.5,23.0,4,4,3.0,29,2061,-48.28,0,-138,1,False,False,True,False,False,False,True,0,0
128,3430.0,615.36,3647.73,29.0,5,0,10.0,43,16983,4.34,1,22,1,False,False,True,False,False,False,True,1,0
436,99511.0,14884.85,114570.98,30.0,3,0,10.0,6,23447,68.35,0,-175,1,False,False,False,False,False,True,False,0,0
302,4766.0,764.84,5606.2,15.0,5,3,9.0,25,44791,52.54,0,-51,0,True,False,False,False,False,False,True,0,0
21,96644.0,5118.334999999999,101679.94,12.0,1,1,7.0,44,27552,-31.85,1,47,1,False,False,False,False,False,True,False,2,1
275,82002.0,8335.35,89393.55,13.0,2,3,2.0,30,33169,-37.37,0,-169,1,False,False,True,False,False,True,False,0,0
793,45753.0,6429.62,49201.04,24.0,4,2,6.0,38,3647,77.47,0,-137,1,False,False,False,False,False,False,True,0,0
497,19485.0,5118.334999999999,22221.76,13.0,2,0,4.0,41,7173,94.82,1,-159,1,False,False,True,False,False,False,False,1,0
570,32358.0,4934.47,35639.65,25.0,4,2,4.0,16,44271,-41.6,0,43,0,False,False,True,False,False,True,False,0,0
376,4887.0,574.82,5217.8,24.0,1,2,5.0,45,17281,89.01,0,-19,0,False,False,True,False,False,False,True,0,0
894,14009.0,2228.03,16084.19,29.0,2,3,1.0,2,24318,-19.53,1,45,1,True,False,False,False,False,False,False,1,0
660,33399.0,5626.68,36083.55,10.0,5,0,10.0,6,23607,53.6,0,280,0,False,False,True,False,False,False,True,0,0
474,19204.0,2709.37,22357.34,8.0,1,0,3.0,44,19619,64.23,1,-127,1,False,False,True,False,True,False,False,1,0
238,15462.0,5118.334999999999,18097.59,10.0,3,1,9.0,49,10084,-17.55,0,-107,1,False,False,False,False,False,False,True,0,0
296,42944.0,6520.18,48305.5,18.0,4,2,7.0,35,34671,-44.13,1,11,1,True,False,False,False,False,False,True,1,0
338,30094.0,1562.53,34722.34,13.0,4,0,1.0,43,26667,44.63,0,-23,1,False,True,False,False,False,False,True,0,0
343,0.0,3424.12,39876.37,12.0,2,0,7.0,49,36266,52.76,1,151,1,False,False,False,True,False,False,False,1,0
419,82349.0,4939.74,92839.77,15.0,4,0,9.0,30,18941,0.87,1,-25,1,False,False,True,False,False,False,True,2,1
465,40492.0,3356.29,44541.59,0.0,5,0,9.0,16,29093,8.27,1,-48,1,False,False,False,False,False,False,True,1,0
69,8229.0,1046.13,9176.7,9.0,5,4,5.0,11,424,14.67,1,65,0,False,False,True,False,True,False,False,1,0
617,86354.0,9500.12,95927.99,3.0,3,0,1.0,2,42422,-3.53,1,189,0,False,False,True,False,False,False,False,2,1
569,138.0,23.26,148.81,24.0,4,0,2.0,15,15353,47.24,0,-42,0,False,False,True,False,False,False,False,0,0
282,32463.0,3356.14,35279.73,10.0,4,0,9.0,10,16299,3.6,1,-174,1,False,True,False,False,False,False,True,1,0
870,60556.0,4597.84,65861.92,3.0,3,1,4.0,33,35116,-45.46,1,105,0,False,False,True,False,False,False,False,1,0
295,10422.0,675.03,11815.43,999.0,3,1,10.0,18,4321,-43.45,1,171,0,False,False,False,False,True,False,False,1,0
803,24401.0,3989.0,27812.12,22.0,2,0,4.0,26,41586,4.59,0,258,0,False,False,True,False,False,True,False,0,0
390,23695.0,3894.98,25654.05,20.0,2,3,7.0,18,33417,95.77,0,-84,0,False,False,False,False,True,False,False,0,0
250,86042.0,5884.88,98755.49,14.0,1,1,1.0,3,48462,19.7,1,-135,1,False,True,False,False,False,False,True,2,1
247,88312.0,5118.334999999999,100570.38,6.0,4,1,10.0,18,9994,26.94,1,-191,0,False,False,True,False,False,True,False,2,1
163,55950.0,3039.99,62815.33,22.0,2,0,9.0,28,29135,-25.72,0,-5,0,False,False,False,False,False,False,True,0,0
660,6909.0,1050.25,7991.69,14.0,2,0,3.0,35,10374,27.13,1,-12,1,False,False,True,True,False,False,False,1,0
314,55640.0,5887.31,62524.25,19.0,3,0,8.0,3,33612,-12.04,1,9,1,False,True,False,False,True,False,False,1,0
596,21616.0,1706.63,24544.2,1.0,3,1,10.0,14,1126,5.31,1,35,0,True,False,False,True,False,False,False,1,0
180,13449.0,2123.72,14585.87,10.0,4,0,4.0,8,22760,-18.42,1,271,0,False,False,True,False,False,True,False,1,0
307,99615.0,13209.86,111831.69,21.0,5,1,3.0,25,23822,-34.27,0,145,1,False,False,True,False,False,False,True,0,0
171,55373.0,4008.34,64382.24,3.0,2,0,10.0,32,18456,4.58,0,-65,1,False,False,True,False,False,True,False,0,0
406,46623.0,2461.18,51969.27,26.0,2,4,7.0,1,30834,30.7,1,-114,0,False,False,True,False,True,False,False,1,0
289,79716.0,5075.0,87970.29,26.0,1,4,8.0,30,15195,23.51,1,-11,1,False,False,True,False,False,False,True,2,1
556,25278.0,3815.2,27855.5,1.0,1,4,4.0,37,938,-0.37,1,-70,1,True,False,False,False,False,False,True,1,0
581,83510.0,4565.09,93327.39,17.0,4,0,2.0,44,39363,17.02,1,42,1,False,False,True,False,False,False,True,2,1
455,87828.0,5526.38,98319.74,10.0,4,1,9.0,22,3603,69.2,0,67,1,False,False,False,False,False,False,False,0,0
335,3716.0,235.81,4108.94,29.0,4,4,4.0,29,29168,98.33,1,158,0,False,False,True,True,False,False,False,1,0
786,47902.0,3694.88,53769.17,3.0,2,0,4.0,5,34299,61.48,0,-175,1,False,False,False,True,False,False,False,0,0
103,14134.0,1308.12,15622.73,4.0,2,0,9.0,7,12233,87.68,1,-256,0,True,False,False,True,False,False,False,1,0
68,69258.0,5118.334999999999,76014.39,3.0,3,1,2.0,33,24575,-47.71,0,-117,0,True,False,False,False,False,False,False,0,0
467,15209.0,1267.59,17315.72,5.0,4,4,5.0,37,17237,-33.73,1,-171,1,False,False,True,False,False,False,True,1,0
444,4513.0,719.17,5309.87,19.0,4,1,4.0,12,39582,60.29,1,159,0,False,True,False,False,False,False,True,1,0
626,15299.0,1194.2,16571.43,18.0,5,4,3.0,25,44237,1.92,1,205,0,False,False,False,False,True,False,False,1,0
538,23916.0,3500.16,27409.25,999.0,2,2,1.0,27,48392,-5.33,0,128,0,False,False,True,False,False,True,False,0,0
812,96303.0,7785.47,102799.61,0.0,3,0,1.0,13,44561,-24.13,1,-42,1,False,False,True,True,False,False,False,2,1
255,75726.0,5275.69,83905.56,6.0,3,1,2.0,33,14506,-45.09,0,34,0,False,False,True,False,False,False,True,0,0
126,50334.0,1467.85,28000.38,19.0,2,1,7.0,6,23458,-36.9,0,139,0,False,False,True,False,False,False,False,0,0
83,24796.0,1442.72,26944.84,18.0,3,1,10.0,45,43588,59.73,1,220,0,False,True,False,False,False,False,True,1,0
705,64326.0,3901.99,72641.59,27.0,4,0,5.0,12,49211,-20.18,1,32,1,False,True,False,False,False,True,False,1,0
33,99871.0,8199.01,114546.57,6.0,5,4,3.0,10,6609,70.67,0,194,0,False,False,True,False,False,False,True,0,0
557,95358.0,5118.334999999999,112202.62,21.0,3,0,4.0,3,26877,17.94,1,-50,0,False,False,True,False,False,False,True,2,1
832,11348.0,5118.334999999999,13043.01,1.0,2,2,6.0,21,4413,-13.66,1,222,0,False,False,True,False,False,False,True,1,0
120,50491.0,3791.34,54811.2,28.0,1,1,5.0,6,20281,-24.19,0,-10,1,False,False,False,False,False,False,False,0,0
652,17873.0,2492.49,20667.15,28.0,4,2,8.0,32,44124,35.02,0,-199,1,False,False,False,False,False,False,True,0,0
134,50036.0,8260.4,57571.59,0.0,4,0,1.0,12,23360,-37.29,1,-14,1,False,False,False,False,True,False,False,1,0
260,66276.0,4431.54,73167.0,15.0,1,4,1.0,45,47830,11.27,1,63,0,True,False,False,False,False,False,True,1,0
402,5178.0,275.65,5637.85,0.0,2,1,4.0,8,31229,8.32,0,66,0,False,False,False,False,False,True,False,0,0
0,18075.0,3223.47,21055.3,27.0,3,2,8.0,46,4259,-3.11,1,339,0,False,True,False,False,False,False,True,1,0
237,68427.0,11864.81,77428.37,10.0,2,0,4.0,13,17485,20.52,0,-25,0,False,False,False,True,False,False,False,0,0
611,37312.0,2799.84,44027.79,0.0,5,1,1.0,6,2656,58.94,0,-103,1,False,False,True,False,False,True,False,0,0
718,30380.0,3914.81,32318.83,13.0,2,2,9.0,32,41525,-33.03,1,22,0,False,False,True,True,False,False,False,1,0
535,55082.0,9333.02,64656.86,22.0,4,0,2.0,50,4360,-43.37,0,-4,1,True,False,False,False,False,False,False,0,0
560,2746.0,217.33,3234.65,29.0,2,1,5.0,39,2763,58.17,0,-178,1,False,False,False,False,False,False,True,0,0
646,68226.0,5118.334999999999,77020.81,15.0,4,0,8.0,47,4018,-6.06,1,104,1,False,False,False,False,False,False,True,1,0
177,67851.0,5118.334999999999,77739.15,18.0,3,0,1.0,13,12038,-47.85,1,8,1,True,False,False,False,False,False,True,1,0
453,88944.0,13794.21,101833.81,19.0,1,0,9.0,27,33417,32.77,0,-209,0,False,False,True,False,False,True,False,0,0
511,62325.0,5952.16,73284.9,27.0,3,2,8.0,32,46565,39.96,0,167,0,False,False,True,False,False,False,True,0,0
804,1847.0,258.46,2059.3,8.0,3,3,5.0,37,21443,-10.46,1,319,0,False,True,False,False,False,False,False,1,0
723,66812.0,11617.07,70429.36,18.0,5,0,7.0,30,39101,-5.49,0,-227,1,False,False,True,False,False,True,False,0,0
487,6995.0,481.14,7963.51,20.0,1,2,10.0,45,31112,-21.17,1,-69,1,True,False,False,False,False,False,True,1,0
641,57055.0,6425.09,60590.87,15.0,5,2,5.0,32,7979,-33.4,1,-196,0,True,False,False,False,False,False,True,1,0
773,58682.0,5630.2,65797.98,17.0,5,0,2.0,21,44118,20.01,1,34,1,True,False,False,False,False,False,True,1,0
75,6788.0,577.49,7367.53,8.0,5,3,9.0,46,35992,-41.96,0,-276,1,False,True,False,False,False,True,False,0,0
254,60805.0,4464.01,70542.65,8.0,1,0,8.0,12,1106,10.42,0,1,1,False,True,False,False,False,False,True,0,0
147,62132.0,7935.02,65498.03,19.0,5,0,1.0,32,155,86.25,0,-111,1,True,False,False,False,False,False,True,0,0
151,88005.0,7099.32,99114.24,28.0,2,1,5.0,19,24083,68.86,1,-187,1,False,False,False,False,True,False,False,2,1
629,78255.0,8024.67,84894.27,23.0,3,3,6.0,50,11928,-2.87,0,-160,1,True,False,False,False,True,False,False,0,0
644,90049.0,14578.33,100057.79,5.0,4,0,5.0,45,35604,52.03,1,134,0,False,False,True,True,False,False,False,2,1
196,28731.0,3807.17,30462.04,5.0,3,0,7.0,21,44876,70.86,1,325,0,False,False,False,False,False,False,True,1,0
844,80507.0,4277.35,85658.91,3.0,3,0,10.0,50,4834,75.35,0,129,0,False,True,False,False,False,True,False,0,0
102,61251.0,9081.16,69212.23,13.0,4,1,5.0,35,37165,81.67,0,1,0,True,False,False,False,False,False,True,0,0
431,52641.0,3834.78,57684.3,9.0,5,1,4.0,19,29245,43.26,0,-90,1,False,False,True,False,True,False,False,0,0
131,88261.0,12093.17,100853.56,29.0,5,1,2.0,4,25952,55.97,1,111,0,False,False,False,False,False,False,False,2,1
146,93168.0,10663.63,99833.54,17.0,1,1,10.0,8,48514,15.63,1,79,0,False,True,False,False,False,False,False,2,1
215,41811.0,4104.96,47380.31,3.0,3,3,6.0,30,6091,-48.72,1,-235,1,False,False,True,True,False,False,False,1,0
787,43194.0,5498.05,46592.47,7.0,4,4,4.0,47,26898,30.36,0,-28,1,False,True,False,False,False,False,True,0,0
631,36359.0,5188.38,42661.82,23.0,1,0,10.0,10,34041,4.8,1,80,0,False,False,True,False,False,False,True,1,0
661,89560.0,9346.98,98230.89,7.0,3,0,1.0,20,34209,55.78,0,-10,1,False,False,True,False,False,False,True,0,0
123,69196.0,4846.58,75146.66,19.0,3,0,6.0,35,8473,92.99,0,-102,1,False,False,False,False,False,False,True,0,0
192,45332.0,5687.29,49303.4,23.0,4,1,2.0,33,33422,3.02,0,0,0,False,True,False,False,False,False,True,0,0
588,69739.0,4155.72,79089.0,12.0,2,1,5.0,8,6003,61.01,1,35,0,True,False,False,False,False,False,True,1,0
208,55864.0,9482.76,64431.29,8.0,3,1,8.0,20,31701,-18.54,0,-11,1,False,True,False,False,False,True,False,0,0
331,40214.0,4412.97,42840.0,27.0,2,3,2.0,11,40939,55.51,1,27,1,True,False,False,False,False,False,True,1,0
201,56079.0,7052.51,63568.25,0.0,4,4,4.0,40,48905,-23.56,0,80,0,False,False,True,False,False,False,True,0,0
126,33288.0,4366.59,38646.27,19.0,1,3,4.0,6,16790,71.94,1,11,0,False,False,False,False,False,True,False,1,0
550,74564.0,7507.42,84298.92,26.0,5,2,2.0,18,46611,-20.0,1,-20,1,False,False,True,False,False,False,True,2,1
523,45805.0,6075.75,48624.83,5.0,3,0,6.0,18,20760,-45.88,0,-174,1,False,True,False,False,False,False,True,0,0
40,61962.0,9754.53,70695.97,18.0,5,4,10.0,27,11482,36.44,1,143,0,True,False,False,False,False,True,False,1,0
597,3219.0,461.19,3766.08,18.0,2,0,10.0,3,44644,10.58,0,-76,1,False,True,False,False,False,False,False,0,0
736,89609.0,8666.48,98461.65,18.0,3,0,6.0,30,260,43.69,1,-210,1,False,False,True,False,True,False,False,2,1
575,3099.0,495.37,3335.73,8.0,4,4,-5.0,3,10572,81.59,0,38,1,False,False,True,False,False,True,False,0,0
104,472.0,81.83,510.88,2.0,3,4,2.0,21,45656,-25.18,1,-21,1,True,False,False,False,False,False,True,1,0
482,1408.0,174.86,1570.36,3.0,4,1,9.0,43,22768,-16.07,1,220,0,False,False,True,False,False,True,False,1,0
115,16052.0,1707.95,17307.29,15.0,3,1,7.0,10,16940,-23.71,0,-12,1,False,False,True,False,False,False,True,0,0
627,20846.0,1803.36,23398.5,16.0,5,1,9.0,28,7914,16.54,1,-210,0,False,False,False,False,False,True,False,1,0
109,48246.0,4032.84,52655.8,20.0,5,0,3.0,20,2272,-19.65,0,55,1,False,False,False,True,False,False,False,0,0
546,88774.0,15270.16,98547.09,0.0,4,0,3.0,4,13679,37.6,1,-73,0,False,False,True,False,False,False,True,2,1
467,26228.0,2544.32,29186.3,15.0,4,1,6.0,43,21463,23.56,1,-34,1,False,False,False,False,False,False,False,1,0
157,92247.0,16355.08,105363.02,9.0,5,0,4.0,11,49183,-49.45,0,-182,0,False,False,False,False,False,True,False,0,0
329,7061.0,1140.43,7673.93,22.0,3,0,3.0,19,31467,77.55,0,94,1,True,False,False,False,False,False,True,0,0
